1582003492.3888535,15.58,0.02
1582003497.3313715,15.58,0.02
1582003502.3738065,15.58,0.02
1582003507.3642435,15.58,0.03
1582003512.3790703,15.58,0.02
1582003517.4382372,15.58,0.01
1582003522.4217126,15.48,0.61
1582003527.4949875,15.48,0.62
1582003532.4923842,15.47,0.63
1582003537.4744122,15.47,0.63
1582003542.478393,15.48,0.63
1582003547.5440502,15.48,0.61
1582003552.5180764,15.48,0.61
1582003557.5726178,15.48,0.61
1582003562.5753982,15.48,0.63
1582003567.5615556,15.48,0.63
1582003572.6151402,15.48,0.61
1582003577.631121,15.48,0.61
1582003582.6204288,15.48,0.62
1582003587.6391795,15.48,0.63
1582003592.7000046,15.48,0.63
1582003597.9135392,15.48,0.62
1582003602.7317522,15.48,0.61
1582003607.6963344,15.48,0.60
1582003612.7040772,15.48,0.61
1582003617.7269006,15.48,0.61
1582003622.7878075,15.48,0.62
1582003627.7789943,15.47,0.63
1582003632.7770007,15.47,0.63
1582003637.7943168,15.47,0.62
1582003642.8446128,15.47,0.62
1582003647.8467848,15.47,0.62
1582003652.8389237,15.47,0.62
1582003657.8963616,15.47,0.62
1582003662.8805683,15.47,0.62
1582003667.898156,15.47,0.63
1582003672.937493,15.47,0.62
1582003677.948597,15.47,0.61
1582003682.9434822,15.47,0.61
1582003688.0006633,15.47,0.61
1582003692.9836571,15.47,0.61
1582003697.9920506,15.47,0.60
1582003702.9997003,15.47,0.60
1582003708.0644405,15.47,0.60
1582003713.0825524,15.47,0.60
1582003718.0532212,15.47,0.61
1582003723.107409,15.47,0.61
1582003728.1012752,15.47,0.61
1582003733.1622832,15.47,0.61
1582003738.1477063,15.46,0.61
1582003743.1889572,15.46,0.61
1582003748.1449242,15.46,0.61
1582003753.1628425,15.46,0.60
1582003758.2208173,15.46,0.60
1582003763.2235374,15.46,0.61
1582003768.2349374,15.46,0.62
1582003773.286957,15.46,0.62
1582003778.2589395,15.46,0.61
1582003783.3272586,15.46,0.60
1582003788.2900388,15.46,0.60
1582003793.3074613,15.46,0.61
1582003798.327224,15.46,0.62
1582003803.338866,15.46,0.61
1582003808.4019039,15.46,0.60
1582003813.3706322,15.46,0.60
1582003818.3856695,15.46,0.61
1582003823.4613678,15.46,0.62
1582003828.4320672,15.46,0.61
1582003833.4850485,15.46,0.60
