1582001253.7698283,15.52,0.71
1582001263.314937,15.60,0.03
1582001313.0319896,15.60,0.03
1582001313.5318685,15.60,0.03
1582001314.0316224,15.60,0.03
1582001314.5471718,15.60,0.03
1582001315.0627377,15.60,0.03
1582001315.5933895,15.60,0.03
1582001316.109469,15.60,0.03
1582001316.6249049,15.60,0.03
1582001317.1555676,15.60,0.03
1582001317.6558034,15.60,0.03
1582001318.1865578,15.60,0.03
1582001318.7025197,15.60,0.03
1582001319.2180398,15.60,0.03
1582001319.7486794,15.55,0.40
1582001320.2641616,15.49,1.00
1582001320.77969,15.46,1.21
1582001321.295277,15.45,1.31
1582001321.811162,15.42,1.56
1582001322.341793,15.34,2.24
1582001322.8573072,15.28,2.69
1582001323.3728118,15.16,3.81
1582001323.8883452,15.17,3.58
1582001324.4038074,14.98,5.17
1582001324.9349322,14.70,7.69
1582001325.4508393,14.79,6.72
1582001325.9659493,14.48,9.19
1582001326.497066,14.32,10.57
1582001327.01286,14.33,10.58
1582001327.5281134,14.02,12.84
1582001328.043584,13.73,15.12
1582001328.5590875,13.31,18.49
1582001329.0901978,13.21,19.46
1582001329.5902622,15.53,0.03
1582001330.1212096,15.54,0.03
1582001330.637019,15.54,0.03
1582001331.1522214,15.55,0.03
1582001331.6833463,15.55,0.03
1582001332.1988778,15.55,0.03
1582001332.714387,15.56,0.03
1582001333.2300265,15.56,0.03
1582001333.7453544,15.56,0.03
1582001334.2608645,15.56,0.03
1582001334.7763557,15.56,0.03
1582001335.3074868,15.56,0.03
1582001335.8229916,15.56,0.03
1582001336.3385198,15.56,0.03
1582001336.8540006,15.57,0.03
1582001337.369902,15.57,0.03
1582001337.8854403,15.57,0.03
1582001338.416131,15.57,0.03
1582001338.9316287,15.57,0.03
1582001339.4471388,15.57,0.03
1582001339.9631035,15.57,0.03
1582001340.4785295,15.57,0.03
1582001341.0092824,15.57,0.03
1582001341.540391,15.57,0.03
1582001342.0558913,15.01,5.33
1582001342.5718777,15.49,0.68
1582001343.0712762,15.45,1.11
1582001343.587334,15.37,1.61
1582001344.1179988,15.23,2.57
1582001344.649081,15.10,3.63
1582001345.1492047,14.79,6.52
1582001345.6649654,14.80,6.76
1582001346.1955705,14.58,8.67
1582001346.7110562,14.28,10.88
1582001347.2265484,13.93,14.08
1582001347.7420497,13.57,16.43
1582001348.273209,13.38,18.11
1582001348.788676,12.98,21.09
1582001349.304662,13.32,17.15
1582001349.8353055,12.36,24.78
1582001350.3352349,12.93,21.72
1582001350.8506908,13.12,17.88
1582001351.3818574,12.41,23.21
1582001351.8973086,13.24,19.00
1582001352.4285147,13.12,16.25
1582001352.9283195,12.81,18.76
1582001353.4597352,12.53,21.73
1582001353.974947,12.25,23.41
1582001354.4904556,13.12,18.87
1582001355.0059593,12.69,19.71
1582001355.5214617,12.72,21.96
1582001356.052584,13.21,16.36
1582001356.5685844,12.57,21.00
1582001357.0838757,12.25,23.11
1582001357.6147058,12.73,21.63
1582001358.1150975,13.09,16.12
1582001358.6305807,12.40,21.39
1582001359.1612892,12.60,21.69
1582001359.6767185,13.33,16.36
1582001360.192222,13.34,14.13
1582001360.7233603,12.99,16.57
1582001361.2389026,12.30,21.78
1582001361.754405,12.94,18.78
1582001362.2698588,13.27,16.32
1582001362.8009894,13.34,14.22
1582001363.3013673,12.97,16.61
1582001363.8169398,12.56,18.97
1582001364.3474867,12.56,21.67
1582001364.8629894,13.12,15.27
1582001365.3792531,12.49,20.33
1582001365.8939974,12.98,18.94
1582001366.4095242,12.85,16.88
1582001366.9250345,12.54,21.50
1582001367.4405074,13.12,15.25
1582001367.9716384,12.47,20.22
1582001368.4873164,12.99,18.71
1582001369.0182633,12.84,16.92
1582001369.5337691,12.55,21.47
1582001370.0492766,13.08,15.40
1582001370.5650804,12.68,17.97
1582001371.0802722,12.49,21.97
1582001371.6114054,13.17,13.84
1582001372.1116796,12.53,19.31
1582001372.6425617,13.33,13.48
1582001373.157919,14.32,8.07
1582001373.673412,14.73,4.84
1582001374.2050555,15.00,2.97
1582001374.7200415,15.23,1.04
1582001375.235584,15.37,0.04
1582001375.7510536,15.37,0.04
1582001376.2821777,15.38,0.04
1582001376.797678,15.39,0.04
1582001377.2975597,15.39,0.03
1582001377.8286767,15.39,0.04
1582001378.34418,15.40,0.03
1582001378.8753128,15.40,0.03
1582001379.3751984,15.41,0.04
1582001379.8909833,15.41,0.03
1582001380.4218216,15.41,0.04
1582001380.9373248,15.41,0.03
1582001381.452832,15.39,0.09
1582001381.9839737,15.42,0.04
1582001382.4838796,15.42,0.03
1582001383.0149488,15.42,0.03
1582001383.5304968,15.43,0.03
1582001384.045969,15.41,0.20
1582001384.5614715,15.43,0.04
1582001385.077451,15.43,0.03
1582001385.5928218,15.44,0.03
1582001386.1236029,15.44,0.04
1582001386.6391578,15.43,0.20
1582001387.1545992,15.44,0.04
1582001387.6705825,15.44,0.03
1582001388.1860373,15.44,0.03
1582001388.716779,15.45,0.04
1582001389.2478623,15.45,0.03
1582001389.763365,15.45,0.03
1582001390.2637417,15.45,0.03
1582001390.7944162,15.45,0.03
1582001391.3103547,15.46,0.04
1582001391.8253775,15.46,0.03
1582001392.3408813,15.46,0.03
1582001392.8719952,15.46,0.04
1582001393.3723388,15.46,0.03
1582001393.8878298,15.46,0.03
1582001394.4185033,15.46,0.03
1582001394.949637,15.46,0.03
1582001395.4498556,15.46,0.04
1582001395.9655092,15.46,0.03
1582001396.496224,15.45,0.20
1582001397.0272672,15.47,0.03
1582001397.527155,15.47,0.03
1582001398.0426574,15.47,0.04
1582001398.558596,15.47,0.03
1582001399.0895572,15.45,0.20
1582001399.6047845,15.47,0.03
1582001400.1202896,15.48,0.03
1582001400.6514106,15.48,0.03
1582001401.1669436,15.48,0.03
1582001401.682458,15.48,0.04
1582001402.1979258,15.48,0.04
1582001402.7134302,15.48,0.03
1582001403.2289357,15.48,0.03
1582001403.744488,15.48,0.03
1582001404.260101,15.49,0.03
1582001404.7910624,15.49,0.04
1582001405.3065634,15.49,0.03
1582001405.8377025,15.49,0.03
1582001406.337561,15.49,0.03
1582001406.8689754,15.49,0.03
1582001407.3844721,15.49,0.04
1582001407.8997028,15.49,0.03
1582001408.4308586,15.49,0.03
1582001408.930887,15.49,0.04
1582001409.4465613,15.49,0.03
1582001409.9773295,15.49,0.03
1582001410.4928267,15.49,0.03
1582001411.0083292,15.49,0.03
1582001411.5238397,15.50,0.04
1582001412.0550137,15.49,0.03
1582001412.570538,15.50,0.03
1582001413.0870545,15.50,0.03
1582001413.618212,15.50,0.03
1582001414.1180532,15.50,0.04
1582001414.6341727,15.48,0.20
1582001415.3836553,15.50,0.03
1582001415.6801915,15.50,0.03
1582001416.2113082,15.50,0.03
1582001416.7268643,15.50,0.03
1582001417.2423239,15.48,0.20
1582001417.7578259,15.50,0.03
